Channel              :,CH1
Frequency            :,  ?
Period               :,  ?
PK-PK                :,84.00mV
Average              :,97.62mV
Vertical pos         :,1.000000mV
Probe attenuation    :,1X
Voltage per ADC value:,0.015625mV
Time interval        :,0.00800uS

index,CH1_Voltage(mV)
1,156.000000
2,156.000000
3,156.000000
4,156.000000
5,156.000000
6,160.000000
7,156.000000
8,156.000000
9,156.000000
10,152.000000
11,156.000000
12,152.000000
13,152.000000
14,152.000000
15,156.000000
16,156.000000
17,148.000000
18,144.000000
19,148.000000
20,148.000000
21,148.000000
22,148.000000
23,144.000000
24,148.000000
25,148.000000
26,144.000000
27,144.000000
28,144.000000
29,144.000000
30,144.000000
31,144.000000
32,148.000000
33,152.000000
34,152.000000
35,148.000000
36,148.000000
37,148.000000
38,144.000000
39,144.000000
40,144.000000
41,148.000000
42,144.000000
43,140.000000
44,140.000000
45,144.000000
46,144.000000
47,140.000000
48,136.000000
49,140.000000
50,140.000000
51,144.000000
52,140.000000
53,140.000000
54,144.000000
55,144.000000
56,148.000000
57,152.000000
58,148.000000
59,148.000000
60,144.000000
61,144.000000
62,144.000000
63,144.000000
64,144.000000
65,144.000000
66,144.000000
67,144.000000
68,140.000000
69,144.000000
70,144.000000
71,144.000000
72,140.000000
73,144.000000
74,140.000000
75,144.000000
76,144.000000
77,144.000000
78,144.000000
79,144.000000
80,140.000000
81,144.000000
82,140.000000
83,140.000000
84,140.000000
85,144.000000
86,140.000000
87,144.000000
88,148.000000
89,152.000000
90,144.000000
91,140.000000
92,140.000000
93,152.000000
94,148.000000
95,144.000000
96,140.000000
97,148.000000
98,148.000000
99,144.000000
100,140.000000
101,144.000000
102,144.000000
103,140.000000
104,140.000000
105,144.000000
106,148.000000
107,144.000000
108,148.000000
109,152.000000
110,148.000000
111,144.000000
112,144.000000
113,144.000000
114,144.000000
115,140.000000
116,140.000000
117,144.000000
118,144.000000
119,148.000000
120,144.000000
121,144.000000
122,144.000000
123,144.000000
124,144.000000
125,144.000000
126,152.000000
127,152.000000
128,148.000000
129,148.000000
130,148.000000
131,148.000000
132,148.000000
133,148.000000
134,144.000000
135,144.000000
136,144.000000
137,144.000000
138,140.000000
139,140.000000
140,144.000000
141,144.000000
142,144.000000
143,144.000000
144,152.000000
145,156.000000
146,152.000000
147,148.000000
148,148.000000
149,148.000000
150,148.000000
151,144.000000
152,148.000000
153,152.000000
154,148.000000
155,144.000000
156,144.000000
157,148.000000
158,152.000000
159,156.000000
160,156.000000
161,160.000000
162,160.000000
163,160.000000
164,156.000000
165,160.000000
166,164.000000
167,156.000000
168,160.000000
169,156.000000
170,156.000000
171,160.000000
172,152.000000
173,152.000000
174,156.000000
175,148.000000
176,144.000000
177,152.000000
178,152.000000
179,148.000000
180,148.000000
181,152.000000
182,152.000000
183,152.000000
184,148.000000
185,148.000000
186,148.000000
187,148.000000
188,148.000000
189,152.000000
190,148.000000
191,144.000000
192,152.000000
193,152.000000
194,148.000000
195,152.000000
196,152.000000
197,152.000000
198,148.000000
199,156.000000
200,152.000000
201,152.000000
202,152.000000
203,152.000000
204,148.000000
205,152.000000
206,156.000000
207,156.000000
208,156.000000
209,156.000000
210,152.000000
211,152.000000
212,148.000000
213,148.000000
214,152.000000
215,152.000000
216,152.000000
217,152.000000
218,152.000000
219,148.000000
220,144.000000
221,144.000000
222,144.000000
223,148.000000
224,148.000000
225,148.000000
226,152.000000
227,152.000000
228,144.000000
229,144.000000
230,144.000000
231,144.000000
232,144.000000
233,144.000000
234,144.000000
235,140.000000
236,140.000000
237,144.000000
238,144.000000
239,144.000000
240,140.000000
241,140.000000
242,144.000000
243,148.000000
244,148.000000
245,148.000000
246,152.000000
247,152.000000
248,152.000000
249,152.000000
250,152.000000
251,156.000000
252,152.000000
253,148.000000
254,152.000000
255,156.000000
256,156.000000
257,156.000000
258,152.000000
259,152.000000
260,152.000000
261,152.000000
262,152.000000
263,152.000000
264,148.000000
265,148.000000
266,148.000000
267,136.000000
268,132.000000
269,136.000000
270,140.000000
271,136.000000
272,148.000000
273,148.000000
274,136.000000
275,144.000000
276,140.000000
277,136.000000
278,140.000000
279,148.000000
280,136.000000
281,140.000000
282,144.000000
283,140.000000
284,136.000000
285,144.000000
286,140.000000
287,140.000000
288,144.000000
289,144.000000
290,148.000000
291,148.000000
292,140.000000
293,144.000000
294,148.000000
295,144.000000
296,136.000000
297,136.000000
298,140.000000
299,140.000000
300,140.000000
301,144.000000
302,144.000000
303,140.000000
304,144.000000
305,144.000000
306,140.000000
307,148.000000
308,144.000000
309,140.000000
310,144.000000
311,152.000000
312,144.000000
313,136.000000
314,148.000000
315,144.000000
316,140.000000
317,144.000000
318,144.000000
319,140.000000
320,144.000000
321,148.000000
322,140.000000
323,140.000000
324,144.000000
325,144.000000
326,144.000000
327,148.000000
328,144.000000
329,140.000000
330,144.000000
331,144.000000
332,144.000000
333,144.000000
334,140.000000
335,148.000000
336,140.000000
337,140.000000
338,148.000000
339,136.000000
340,140.000000
341,140.000000
342,140.000000
343,140.000000
344,136.000000
345,144.000000
346,144.000000
347,144.000000
348,140.000000
349,140.000000
350,144.000000
351,144.000000
352,144.000000
353,144.000000
354,148.000000
355,148.000000
356,144.000000
357,140.000000
358,140.000000
359,148.000000
360,140.000000
361,140.000000
362,136.000000
363,144.000000
364,140.000000
365,136.000000
366,140.000000
367,140.000000
368,136.000000
369,140.000000
370,140.000000
371,144.000000
372,144.000000
373,144.000000
374,144.000000
375,152.000000
376,152.000000
377,152.000000
378,152.000000
379,152.000000
380,148.000000
381,152.000000
382,148.000000
383,148.000000
384,144.000000
385,148.000000
386,144.000000
387,144.000000
388,144.000000
389,144.000000
390,148.000000
391,144.000000
392,148.000000
393,152.000000
394,152.000000
395,152.000000
396,148.000000
397,152.000000
398,156.000000
399,152.000000
400,152.000000
401,152.000000
402,156.000000
403,156.000000
404,152.000000
405,152.000000
406,152.000000
407,156.000000
408,148.000000
409,148.000000
410,148.000000
411,152.000000
412,148.000000
413,148.000000
414,156.000000
415,156.000000
416,148.000000
417,148.000000
418,152.000000
419,152.000000
420,152.000000
421,152.000000
422,152.000000
423,160.000000
424,164.000000
425,148.000000
426,152.000000
427,164.000000
428,152.000000
429,152.000000
430,152.000000
431,144.000000
432,148.000000
433,156.000000
434,152.000000
435,152.000000
436,152.000000
437,152.000000
438,152.000000
439,152.000000
440,148.000000
441,136.000000
442,144.000000
443,144.000000
444,148.000000
445,144.000000
446,140.000000
447,144.000000
448,136.000000
449,140.000000
450,140.000000
451,136.000000
452,140.000000
453,136.000000
454,144.000000
455,144.000000
456,148.000000
457,148.000000
458,148.000000
459,152.000000
460,144.000000
461,148.000000
462,152.000000
463,156.000000
464,144.000000
465,148.000000
466,152.000000
467,160.000000
468,160.000000
469,156.000000
470,156.000000
471,160.000000
472,156.000000
473,152.000000
474,148.000000
475,156.000000
476,152.000000
477,148.000000
478,148.000000
479,152.000000
480,152.000000
481,148.000000
482,148.000000
483,152.000000
484,148.000000
485,148.000000
486,152.000000
487,152.000000
488,152.000000
489,148.000000
490,140.000000
491,140.000000
492,144.000000
493,144.000000
494,140.000000
495,144.000000
496,140.000000
497,136.000000
498,136.000000
499,140.000000
500,140.000000
501,132.000000
502,132.000000
503,140.000000
504,144.000000
505,144.000000
506,148.000000
507,152.000000
508,140.000000
509,144.000000
510,140.000000
511,148.000000
512,144.000000
513,148.000000
514,152.000000
515,152.000000
516,148.000000
517,152.000000
518,148.000000
519,152.000000
520,148.000000
521,148.000000
522,148.000000
523,152.000000
524,148.000000
525,148.000000
526,148.000000
527,156.000000
528,148.000000
529,140.000000
530,136.000000
531,148.000000
532,152.000000
533,140.000000
534,132.000000
535,136.000000
536,136.000000
537,132.000000
538,128.000000
539,136.000000
540,136.000000
541,136.000000
542,136.000000
543,136.000000
544,136.000000
545,132.000000
546,128.000000
547,132.000000
548,132.000000
549,136.000000
550,132.000000
551,132.000000
552,144.000000
553,140.000000
554,140.000000
555,144.000000
556,140.000000
557,140.000000
558,140.000000
559,144.000000
560,140.000000
561,140.000000
562,144.000000
563,144.000000
564,144.000000
565,144.000000
566,140.000000
567,140.000000
568,140.000000
569,136.000000
570,136.000000
571,132.000000
572,132.000000
573,132.000000
574,128.000000
575,132.000000
576,132.000000
577,132.000000
578,140.000000
579,140.000000
580,136.000000
581,136.000000
582,136.000000
583,132.000000
584,132.000000
585,132.000000
586,128.000000
587,136.000000
588,136.000000
589,132.000000
590,136.000000
591,144.000000
592,144.000000
593,140.000000
594,140.000000
595,144.000000
596,144.000000
597,144.000000
598,148.000000
599,152.000000
600,148.000000
601,148.000000
602,148.000000
603,152.000000
604,148.000000
605,148.000000
606,148.000000
607,148.000000
608,152.000000
609,152.000000
610,148.000000
611,148.000000
612,148.000000
613,148.000000
614,144.000000
615,144.000000
616,148.000000
617,148.000000
618,140.000000
619,140.000000
620,144.000000
621,140.000000
622,136.000000
623,140.000000
624,144.000000
625,136.000000
626,140.000000
627,144.000000
628,140.000000
629,140.000000
630,144.000000
631,140.000000
632,136.000000
633,144.000000
634,144.000000
635,136.000000
636,144.000000
637,140.000000
638,132.000000
639,136.000000
640,140.000000
641,136.000000
642,136.000000
643,144.000000
644,136.000000
645,136.000000
646,136.000000
647,140.000000
648,140.000000
649,144.000000
650,140.000000
